id,safra,y,VAR_1,VAR_32,VAR_52,VAR_45,VAR_24,VAR_72,VAR_44,VAR_17,VAR_11,VAR_58,VAR_20,VAR_57,VAR_25,VAR_22,VAR_13,VAR_39,VAR_7,VAR_8,VAR_4,VAR_53,VAR_59,VAR_38,VAR_33,VAR_65,VAR_30,VAR_35,VAR_60,VAR_9,VAR_15,VAR_3,VAR_40,VAR_6,VAR_28,VAR_2,VAR_54,VAR_76,VAR_64,VAR_34,VAR_19,VAR_5
10295,201403,0,0.0,0.133832912727673,162.95,1007.65,891.82,64.0,12.0,6200.0,28.08,882.0,10,60,2.0,36.0,238.18,996.0,164.52,63.98,0.0,6500.0,394.05,605.84,9.0,3826.88,2500.0,154.28,0.357323965312407,2500.0,42.31,0.0,12.0,2601.0,6.0,0.0,4500.0,525.74,0,319.93,27.0,200.76
3071,201404,1,174.0,0.0571981886428283,197.97,298.53499999999997,305.92,21.0,0.0,1600.0,54.15,262.0,12,22,0.0,0.0,67.99000000000001,257.0,111.84,56.72,1.0,500.0,249.55,536.5,0.0,166.86,500.0,379.05,-0.690749137734589,500.0,48.58,1.0,0.0,265.0,0.0,3.0,500.0,312.85,1,254.93,0.0,69.37
4825,201408,0,91.0,0.133832912727673,197.97,257.11,305.92,50.0,4.0,1600.0,35.38,262.0,10,38,0.0,0.0,74.17,256.0,53.98,18.49,3.0,1300.0,169.34,224.3,0.0,1035.61,2600.0,176.96,-0.231735369185606,1000.0,48.58,1.0,3.0,864.0,0.0,1.0,1300.0,368.1,1,73.96,0.0,69.37
4625,201407,0,0.0,0.133832912727673,197.97,298.53499999999997,305.92,52.0,0.0,1600.0,53.55,262.0,12,33,0.0,0.0,67.99000000000001,257.0,53.98,55.03,0.0,1750.0,249.55,224.3,0.0,530.03,950.0,223.84,-0.354107585360257,950.0,48.58,0.0,0.0,864.0,0.0,0.0,950.0,312.85,1,229.88,0.0,69.37
1601,201401,0,21.0,0.0571981886428283,197.97,298.53499999999997,305.92,11.0,0.0,200.0,33.47,262.0,4,22,0.0,0.0,67.99000000000001,257.0,9.71,62.98,0.0,400.0,249.55,67.99,0.0,719.07,200.0,144.96,-0.690749137734589,200.0,48.58,0.0,0.0,197.0,0.0,0.0,1202.14,312.85,1,181.95,0.0,69.37
2248,201405,0,25.0,0.0571981886428283,197.97,298.53499999999997,305.92,164.0,0.0,1600.0,53.55,262.0,12,71,0.0,0.0,67.99000000000001,257.0,40.42,55.03,0.0,1000.0,249.55,120.97,0.0,3059.22,1000.0,223.84,0.721630021341369,1000.0,48.58,0.0,0.0,219.0,0.0,0.0,1000.0,312.85,1,229.88,0.0,69.37
670,201401,0,42.0,0.090634138151029,197.97,298.53499999999997,960.95,-52.0,0.0,1769.87,87.92,956.0,12,46,0.0,0.0,67.99000000000001,257.0,53.98,77.49,8.0,3539.74,249.55,224.3,0.0,18.99,1769.87,555.5,-0.016208722718011,1769.87,48.58,0.0,0.0,498.0,0.0,0.0,1202.14,312.85,1,606.9,0.0,367.3
3377,201404,0,0.0,0.133832912727673,79.99,498.83,848.33,41.0,12.0,3000.0,158.45,740.0,10,42,10.0,54.0,136.28,496.0,73.98,118.49,0.0,3000.0,585.26,255.95,6.0,5183.27,5574.01,439.83,-0.0737564789495467,3000.0,39.99,0.0,11.0,4146.0,12.0,0.0,6000.0,630.05,0,341.92,48.0,246.36
6454,201405,0,11.0,0.133832912727673,197.97,142.93,167.44,439.0,8.0,2699.6,53.55,112.0,12,36,0.0,0.0,39.48,141.0,53.98,55.03,0.0,1664.17,344.84,224.3,0.0,750.0,1664.17,223.84,-0.231735369185606,1664.17,48.58,0.0,5.0,980.0,0.0,0.0,1664.17,426.13,0,229.88,0.0,23.92
5531,201405,0,18.0,0.133832912727673,197.97,298.53499999999997,305.92,1065.0,2.0,1600.0,53.55,262.0,12,43,5.0,0.0,67.99000000000001,257.0,53.98,55.03,0.0,4088.55,249.55,224.3,0.0,750.0,2073.55,223.84,-0.059298901120992,2073.55,48.58,0.0,2.0,1264.0,6.0,0.0,2073.55,312.85,0,229.88,0.0,69.37
919,201401,1,159.0,0.0571981886428283,197.97,298.53499999999997,305.92,23.0,0.0,1633.23,77.48,262.0,12,37,0.0,0.0,67.99000000000001,257.0,53.98,407.51,1.0,3266.46,249.55,224.3,0.0,392.21,2675.67,239.95,-0.231735369185606,1112.01,48.58,1.0,0.0,169.0,0.0,3.0,1202.14,312.85,1,608.78,0.0,69.37
8915,201401,0,17.0,0.133832912727673,197.97,89.97,305.92,687.0,0.0,500.0,53.55,262.0,12,66,0.0,4.0,17.99,89.0,53.98,55.03,0.0,1000.0,63.74,224.3,1.0,750.0,500.0,223.84,0.534878115446101,500.0,48.58,0.0,0.0,1584.0,0.0,0.0,1202.14,104.72,1,229.88,3.0,69.37
646,201407,0,59.0,0.133832912727673,197.97,277.88,687.92,24.0,5.0,1567.0,53.55,440.0,12,54,0.0,0.0,92.62,277.0,51.98,39.47,7.0,500.0,645.55,51.98,0.0,1363.83,2413.0,223.84,0.219380082347677,500.0,48.58,0.0,3.0,870.0,0.0,0.0,500.0,1862.5,1,78.94,0.0,85.99
6159,201404,1,37.0,0.133832912727673,367.68,322.36,269.96,68.0,4.0,4407.88,65.25,269.0,12,41,0.0,0.0,80.59,300.0,53.98,55.03,2.0,5132.96,252.08,224.3,0.0,221.97,1500.0,456.75,-0.133343746407103,1500.0,54.24,0.0,3.0,831.0,0.0,0.0,6495.96,198.87,1,229.88,0.0,89.98
5398,201401,1,171.0,0.133832912727673,197.97,298.53499999999997,305.92,-73.0,10.0,1600.0,53.55,262.0,12,43,0.0,0.0,67.99000000000001,257.0,53.98,16.6,2.0,1757.79,176.62,224.3,0.0,750.0,1100.0,223.84,-0.059298901120992,1000.0,48.58,0.0,4.0,1046.0,0.0,5.0,1202.14,1190.2,0,132.8,0.0,69.37
1389,201409,0,18.0,0.133832912727673,197.97,298.53499999999997,305.92,1041.0,5.0,150.0,53.55,262.0,6,34,2.0,0.0,67.99000000000001,257.0,53.98,55.03,0.0,150.0,249.55,224.3,0.0,750.0,150.0,223.84,-0.30845333657335,150.0,48.58,0.0,5.0,1195.0,3.0,0.0,300.0,312.85,0,229.88,0.0,69.37
952,201409,0,51.0,0.133832912727673,197.97,236.11,203.91,302.0,2.0,1000.0,53.55,140.0,12,33,0.0,0.0,33.73,160.0,53.98,55.03,1.0,500.0,452.1,224.3,0.0,280.0,2000.0,223.84,-0.354107585360257,1000.0,48.58,0.0,1.0,790.0,0.0,0.0,1500.0,670.84,1,229.88,0.0,29.13
10673,201406,0,0.0,0.133832912727673,197.97,251.91,177.94,35.0,12.0,1600.0,53.55,176.0,7,55,12.0,47.0,75.95,248.0,57.86,18.84,0.0,1000.0,322.52,436.03,12.0,164.63,1000.0,223.84,0.219380082347677,1000.0,48.58,0.0,11.0,3222.0,12.0,0.0,1000.0,345.22,0,143.49,35.0,53.16
8343,201404,0,20.0,0.133832912727673,403.87,292.52,364.71,18.0,12.0,1000.0,53.55,331.0,12,48,11.0,29.0,108.2,228.0,37.78,137.98,0.0,300.0,502.88,37.78,3.0,750.0,300.0,223.84,0.079926420595367,300.0,143.97,0.0,12.0,2331.0,11.0,0.0,1300.0,877.93,0,137.98,26.0,118.71
8825,201409,0,86.0,0.133832912727673,592.97,365.88,387.9,34.0,12.0,450.0,53.55,387.0,4,39,10.0,55.0,73.17,365.0,70.78,69.57,1.0,700.0,193.18,495.46,9.0,4255.19,450.0,223.84,-0.231735369185606,450.0,118.59,2.0,12.0,3496.0,12.0,0.0,1150.0,211.65,0,257.91,46.0,77.58
8406,201406,1,164.0,0.133832912727673,59.98,93.96,336.95,15.0,11.0,1600.0,71.44,258.0,12,54,0.0,0.0,46.97,92.0,26.15,79.97,1.0,1000.0,114.24,183.05,0.0,2855.31,1000.0,162.9,0.219380082347677,1000.0,29.99,1.0,10.0,1103.0,1.0,3.0,1000.0,115.19,0,129.95,0.0,78.12
3170,201409,1,45.0,0.090634138151029,272.51,298.53499999999997,111.57,176.0,0.0,500.0,71.7,111.0,12,38,0.0,0.0,67.99000000000001,257.0,15.04,55.03,1.0,1565.92,249.55,75.28,0.0,81.02,1000.0,501.9,-0.231735369185606,500.0,38.93,0.0,0.0,363.0,0.0,0.0,500.0,312.85,1,229.88,0.0,22.31
9580,201408,0,21.0,0.133832912727673,197.97,353.66,427.42,83.0,9.0,4500.0,53.55,283.0,12,52,5.0,20.0,139.17,352.0,51.31,89.95,0.0,4840.77,145.42,186.43,10.0,1529.81,2440.77,223.84,0.156301087833759,2440.77,48.58,0.0,6.0,2211.0,10.0,0.0,3240.77,216.31,0,89.95,10.0,61.06
591,201403,1,16.0,0.133832912727673,197.97,739.02,189.95,4.0,11.0,600.0,139.97,189.0,12,39,9.0,5.0,121.91,588.0,23.49,55.03,0.0,1900.0,406.71,164.43,1.0,2370.18,1900.0,979.79,-0.231735369185606,1300.0,48.58,0.0,8.0,1603.0,12.0,0.0,1202.14,490.43,0,229.88,4.0,27.13
8413,201404,0,21.0,0.133832912727673,197.97,249.13,387.44,167.0,0.0,2450.0,54.99,247.0,12,60,0.0,26.0,35.59,169.0,53.98,55.03,0.0,500.0,0.0,224.3,20.0,959.2,500.0,109.98,0.357323965312407,500.0,48.58,0.0,0.0,4268.0,0.0,0.0,500.0,129.75,1,229.88,6.0,48.43
5613,201403,1,161.0,0.090634138151029,197.97,298.53499999999997,261.68,44.0,0.0,1600.0,72.71,161.0,12,59,0.0,0.0,67.99000000000001,257.0,53.98,55.03,1.0,807.0,249.55,224.3,0.0,68.72,807.0,551.8,0.357323965312407,807.0,48.58,1.0,0.0,350.0,0.0,3.0,807.0,312.85,1,229.88,0.0,32.71
2895,201404,0,21.0,0.133832912727673,365.93,229.93,35.99,97.0,12.0,4167.84,89.31,35.0,12,47,10.0,4.0,101.63,227.0,124.71,55.03,0.0,10471.29,234.82,498.87,1.0,631.99,4159.44,267.95,0.079926420595367,2615.56,152.96,0.0,7.0,1591.0,12.0,0.0,14676.84,423.0,0,229.88,3.0,35.99
4688,201408,0,106.0,0.133832912727673,165.96,303.91,1698.96,25.0,12.0,5483.27,59.13,1445.0,7,33,12.0,74.0,100.77,302.0,163.38,187.44,0.0,4496.89,0.0,1169.94,13.0,949.89,1806.25,295.71,-0.354107585360257,1000.0,165.96,1.0,7.0,4157.0,12.0,5.0,3959.33,288.39,0,847.32,61.0,345.92
3576,201406,0,0.0,0.090634138151029,123.96,298.53499999999997,305.92,127.0,0.0,1600.0,60.97,262.0,5,28,0.0,0.0,67.99000000000001,257.0,138.07,55.03,0.0,450.0,249.55,480.81,0.0,1106.48,450.0,170.94,-0.411786729965823,450.0,61.98,0.0,0.0,284.0,0.0,0.0,450.0,312.85,1,229.88,0.0,69.37
5454,201409,0,0.0,0.090634138151029,168.97,249.95,285.9,-75.0,0.0,1050.0,34.39,284.0,3,53,0.0,0.0,68.31,247.0,43.81,36.28,0.0,1565.92,0.0,242.71,0.0,150.65,2250.0,240.73,0.219380082347677,250.0,64.48,0.0,0.0,572.0,0.0,0.0,1050.0,25.22,1,262.41,0.0,77.17
4351,201402,0,20.0,0.090634138151029,251.13,298.53499999999997,166.88,-11.0,0.0,900.0,70.82,117.0,12,59,0.0,0.0,67.99000000000001,257.0,45.84,91.6,0.0,1600.0,249.55,165.33,0.0,797.86,1800.0,305.91,0.357323965312407,800.0,44.1,0.0,0.0,325.0,0.0,0.0,900.0,312.85,1,383.81,0.0,23.84
1820,201405,0,24.0,0.133832912727673,197.97,39.99,125.98,9.0,0.0,600.0,25.99,125.0,3,37,0.0,0.0,19.99,39.0,42.38,19.99,0.0,250.0,0.0,211.91,0.0,1039.61,250.0,25.99,-0.231735369185606,250.0,48.58,0.0,0.0,599.0,0.0,0.0,250.0,89.89,1,79.99,0.0,41.99
4672,201404,1,0.0,0.090634138151029,197.97,84.98,258.31,432.0,0.0,1600.0,53.55,207.0,12,30,0.0,0.0,12.14,59.0,53.98,55.03,0.0,1000.0,249.55,224.3,0.0,750.0,1000.0,223.84,-0.411786729965823,1000.0,48.58,0.0,0.0,540.0,0.0,0.0,1000.0,312.85,1,229.88,0.0,55.82
1598,201405,0,63.0,0.133832912727673,197.97,298.53499999999997,684.0,32.0,9.0,1600.0,53.55,436.0,12,40,4.0,35.0,67.99000000000001,257.0,53.98,50.64,3.0,611.83,369.75,224.3,17.0,1353.9,611.83,223.84,-0.133343746407103,611.83,48.58,1.0,5.0,2849.0,6.0,0.0,611.83,180.18,0,151.94,18.0,85.5
2359,201409,0,8.0,0.090634138151029,637.85,298.53499999999997,453.91,56.0,0.0,1000.0,119.18,451.0,12,38,0.0,0.0,67.99000000000001,257.0,53.98,91.37,0.0,1565.92,249.55,224.3,0.0,188.2,2000.0,689.36,-0.231735369185606,1000.0,162.04,0.0,0.0,426.0,0.0,0.0,1000.0,312.85,1,229.4,0.0,157.13
2965,201409,1,36.0,0.133832912727673,595.29,355.7,456.18,4.0,4.0,2500.0,148.61,385.0,12,43,0.0,0.0,67.29,277.0,53.98,23.98,1.0,1565.92,399.54,224.3,0.0,309.7,7500.0,565.38,-0.059298901120992,2500.0,105.67,0.0,3.0,832.0,0.0,0.0,2500.0,423.36,1,47.97,0.0,79.34
10103,201404,0,18.0,0.133832912727673,197.97,298.53499999999997,305.92,2230.0,0.0,1600.0,53.55,262.0,12,34,0.0,39.0,67.99000000000001,257.0,53.98,55.03,0.0,2296.82,249.55,224.3,16.0,750.0,1296.82,223.84,-0.30845333657335,1296.82,48.58,0.0,0.0,2923.0,0.0,0.0,1296.82,312.85,1,229.88,23.0,69.37
7491,201402,0,18.0,0.133832912727673,197.97,298.53499999999997,305.92,1106.0,3.0,2149.9,53.55,262.0,12,55,2.0,0.0,67.99000000000001,257.0,53.98,55.03,0.0,2800.0,249.55,224.3,0.0,750.0,1400.0,223.84,0.219380082347677,1400.0,48.58,0.0,3.0,1200.0,3.0,0.0,1202.14,312.85,0,229.88,0.0,69.37
9692,201405,0,59.0,0.133832912727673,293.94,297.76,340.43,1.0,9.0,2000.0,34.99,274.0,10,31,0.0,6.0,118.22,296.0,74.68,177.45,1.0,2619.98,288.97,149.37,5.0,272.49,1619.98,69.98,-0.411786729965823,1500.0,146.97,0.0,8.0,2497.0,0.0,0.0,1500.0,634.42,0,232.94,1.0,124.14
7910,201403,1,173.0,0.133832912727673,139.95,298.53499999999997,197.9,68.0,0.0,1600.0,53.55,197.0,6,59,2.0,6.0,67.99000000000001,257.0,53.98,55.48,1.0,500.0,249.55,224.3,1.0,311.62,500.0,223.84,0.357323965312407,500.0,69.97,1.0,0.0,1616.0,3.0,3.0,500.0,312.85,1,221.94,5.0,65.96
1142,201401,0,11.0,0.090634138151029,320.88,298.53499999999997,152.2,28.0,0.0,1600.0,78.51,126.0,12,23,0.0,0.0,67.99000000000001,257.0,49.4,179.33,0.0,2000.0,249.55,249.96,0.0,1130.22,1000.0,302.6,-0.411786729965823,1000.0,40.11,0.0,0.0,450.0,0.0,0.0,1202.14,312.85,1,742.78,0.0,39.04
7730,201407,0,28.0,0.090634138151029,19.99,298.53499999999997,266.93,1.0,0.0,1600.0,52.97,212.0,12,37,0.0,0.0,67.99000000000001,257.0,53.98,54.22,0.0,500.0,249.55,224.3,0.0,732.09,500.0,181.94,-0.231735369185606,500.0,9.99,0.0,0.0,426.0,0.0,0.0,500.0,312.85,1,183.95,0.0,52.12
2900,201407,1,0.0,0.133832912727673,197.97,36.89,249.86,393.0,3.0,2000.0,53.55,170.0,12,53,0.0,0.0,5.27,25.0,53.98,55.03,0.0,1000.0,208.1,224.3,0.0,750.0,1000.0,223.84,0.219380082347677,1000.0,48.58,0.0,2.0,818.0,0.0,0.0,1000.0,171.72,1,229.88,0.0,32.05
1382,201402,0,181.0,0.090634138151029,303.91,420.0,336.0,59.0,0.0,1600.0,53.55,336.0,12,25,0.0,0.0,84.0,420.0,62.4,106.27,6.0,700.0,0.0,436.8,0.0,438.74,350.0,223.84,-0.411786729965823,350.0,60.78,1.0,0.0,576.0,0.0,3.0,1202.14,91.54,1,531.36,0.0,48.0
9835,201407,0,45.0,0.133832912727673,169.93,159.97,73.78,29.0,12.0,2400.0,37.19,73.0,10,46,4.0,0.0,49.98,158.0,53.98,32.38,1.0,4400.0,220.0,224.3,0.0,506.79,1700.0,111.58,-0.016208722718011,1000.0,57.47,0.0,8.0,1261.0,6.0,0.0,1000.0,304.34,0,161.91,0.0,18.44
2982,201401,0,0.0,0.133832912727673,197.97,223.44,305.92,480.0,0.0,500.0,53.55,262.0,12,56,0.0,0.0,31.92,145.0,53.98,55.03,0.0,500.0,85.6,224.3,0.0,750.0,500.0,223.84,0.242879678877368,500.0,48.58,0.0,0.0,621.0,0.0,0.0,1202.14,8.99,1,229.88,0.0,69.37
6401,201402,0,0.0,0.090634138151029,197.97,298.53499999999997,231.95,486.0,0.0,1600.0,53.55,230.0,12,40,0.0,0.0,67.99000000000001,257.0,53.98,55.03,0.0,2000.0,249.55,224.3,0.0,750.0,1000.0,223.84,-0.133343746407103,1000.0,48.58,0.0,0.0,516.0,0.0,0.0,1202.14,312.85,1,229.88,0.0,51.38
6760,201406,1,21.0,0.0571981886428283,197.97,298.53499999999997,305.92,-40.0,0.0,1600.0,341.89,262.0,12,36,0.0,0.0,67.99000000000001,257.0,56.99,47.65,0.0,1824.87,249.55,56.99,0.0,488.3,1824.87,341.89,-0.231735369185606,1824.87,48.58,0.0,0.0,227.0,0.0,0.0,1824.87,312.85,1,381.2,0.0,69.37
3791,201402,0,0.0,0.133832912727673,20.0,174.96,437.05,25.0,12.0,1600.0,44.48,436.0,5,46,11.0,80.0,58.32,173.0,129.18,71.97,0.0,2329.96,901.54,541.86,5.0,10446.1,2836.62,154.96,-0.016208722718011,800.0,20.0,0.0,9.0,4125.0,11.0,0.0,1202.14,830.83,0,239.95,75.0,112.35
7330,201403,0,167.0,0.133832912727673,197.97,457.63,305.92,-77.0,5.0,1600.0,24.0,262.0,8,56,0.0,0.0,74.47,358.0,53.98,83.29,2.0,600.0,580.96,224.3,0.0,1155.39,600.0,72.0,0.242879678877368,600.0,48.58,2.0,3.0,894.0,0.0,9.0,600.0,675.24,1,583.03,0.0,69.37
10258,201402,1,153.0,0.090634138151029,79.98,298.53499999999997,31.98,198.0,0.0,1600.0,53.55,31.0,5,33,0.0,0.0,67.99000000000001,257.0,24.99,55.03,3.0,300.0,249.55,49.98,0.0,1000.0,300.0,223.84,-0.354107585360257,300.0,26.66,1.0,0.0,386.0,0.0,6.0,300.0,312.85,1,229.88,0.0,15.99
6580,201408,1,0.0,0.090634138151029,197.97,298.53499999999997,305.92,123.0,0.0,909.95,33.58,262.0,12,29,0.0,0.0,67.99000000000001,257.0,142.93,55.03,0.0,1565.92,249.55,442.85,0.0,881.43,909.95,167.94,-0.411786729965823,909.95,48.58,0.0,0.0,268.0,0.0,0.0,909.95,312.85,1,229.88,0.0,69.37
7163,201404,0,21.0,0.133832912727673,307.51,157.94,387.87,34.0,0.0,4000.0,24.59,386.0,12,55,0.0,0.0,41.97,156.0,121.61,55.03,0.0,2700.0,0.0,422.33,0.0,2432.92,1700.0,172.13,0.219380082347677,1700.0,53.64,0.0,0.0,608.0,0.0,0.0,4700.0,57.9,1,229.88,0.0,89.56
10738,201404,1,51.0,0.133832912727673,197.97,56.09,305.92,646.0,11.0,1600.0,53.55,262.0,12,28,8.0,25.0,18.69,56.0,53.98,55.03,1.0,1851.27,130.75,224.3,8.0,750.0,1851.27,223.84,-0.411786729965823,1851.27,48.58,0.0,10.0,2573.0,9.0,0.0,1851.27,203.75,0,229.88,17.0,69.37
10642,201406,0,20.0,0.133832912727673,197.97,118.98,711.19,31.0,11.0,2757.14,198.6,708.0,12,49,9.0,14.0,59.49,118.0,53.98,28.99,0.0,3500.0,249.55,224.3,3.0,1607.39,2500.0,525.83,0.079926420595367,1500.0,48.58,0.0,10.0,2718.0,11.0,0.0,1500.0,312.85,0,86.98,11.0,200.9
4554,201405,0,153.0,0.090634138151029,50.98,298.53499999999997,179.96,101.0,0.0,1600.0,35.77,179.0,12,49,0.0,0.0,67.99000000000001,257.0,33.02,55.03,1.0,2072.53,249.55,231.14,0.0,821.46,1072.53,250.39,0.079926420595367,1072.53,12.74,1.0,0.0,386.0,0.0,3.0,1072.53,312.85,1,229.88,0.0,35.99
6858,201403,1,90.0,0.133832912727673,197.97,620.88,916.65,-37.0,8.0,1600.0,53.55,618.0,12,62,0.0,9.0,77.61,409.0,53.98,156.69,1.0,4399.54,132.43,224.3,1.0,596.38,1500.0,223.84,0.357323965312407,1500.0,48.58,1.0,4.0,1788.0,0.0,0.0,1500.0,87.45,0,1096.83,8.0,130.95
10618,201409,1,50.0,0.133832912727673,197.97,298.53499999999997,305.92,775.0,12.0,2600.0,53.55,262.0,12,55,8.0,4.0,67.99000000000001,257.0,53.98,55.03,1.0,3200.0,249.55,224.3,1.0,750.0,2000.0,223.84,0.219380082347677,1000.0,48.58,0.0,7.0,1581.0,11.0,0.0,2000.0,312.85,0,229.88,3.0,69.37
7601,201405,1,87.0,0.133832912727673,197.97,177.94,465.01,13.0,3.0,2400.0,53.55,344.0,12,42,0.0,0.0,25.42,177.0,53.98,49.96,9.0,4800.0,181.83,224.3,0.0,750.0,2000.0,223.84,-0.0737564789495467,2000.0,48.58,2.0,2.0,798.0,0.0,0.0,4800.0,219.6,1,185.89,0.0,89.36
8283,201401,0,82.0,0.133832912727673,273.94,401.91,617.89,32.0,0.0,600.0,98.38,614.0,10,27,0.0,0.0,80.37,400.0,53.98,43.99,3.0,600.0,53.4,224.3,0.0,0.06,1200.0,491.9,-0.411786729965823,600.0,73.98,2.0,0.0,589.0,0.0,0.0,1202.14,106.76,1,219.96,0.0,196.95
1216,201402,0,135.0,0.090634138151029,83.96,298.53499999999997,219.97,1.0,0.0,1549.26,51.72,219.0,12,34,0.0,0.0,67.99000000000001,257.0,19.07,81.57,1.0,2600.0,249.55,95.38,0.0,303.02,1300.0,194.92,-0.30845333657335,1300.0,16.79,1.0,0.0,434.0,0.0,2.0,1549.26,312.85,1,287.69,0.0,49.39
96,201408,0,51.0,0.133832912727673,714.8,171.66,393.26,-14.0,0.0,1600.0,34.79,268.0,12,29,0.0,0.0,79.88,171.0,53.98,75.51,1.0,1042.07,45.89,224.3,0.0,1075.05,1042.07,173.96,-0.411786729965823,1042.07,89.35,0.0,0.0,604.0,0.0,0.0,2084.14,88.9,1,454.14,0.0,56.18
